Replication,K,Gini_post,Weighted_Coverage_Score,Allocation
0,25,0.17483338015909355,14010405.0,"[7, 6, 7, 7, 0, 0, 7, 7, 2, 0, 7, 6]"
0,25,0.17504691285937213,14018109.0,"[7, 6, 7, 7, 0, 0, 7, 7, 4, 0, 7, 6]"
0,25,0.17456420245670592,13998320.0,"[4, 6, 7, 7, 0, 0, 7, 7, 2, 0, 7, 7]"
0,25,0.17498579543930903,14017770.0,"[7, 7, 7, 7, 0, 0, 7, 7, 2, 0, 7, 7]"
0,25,0.1741509076062274,13983158.0,"[7, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17363578559432455,13954755.0,"[0, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17378534514706448,13960510.0,"[4, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 5]"
0,25,0.17378534514706448,13960510.0,"[4, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 5]"
0,25,0.17366794645163633,13958276.0,"[0, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17366794645163633,13958276.0,"[0, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17507967204661665,14021630.0,"[7, 6, 7, 7, 0, 0, 7, 7, 4, 0, 7, 7]"
0,25,0.17417646971695952,13984286.0,"[5, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17395076030423665,13972754.0,"[5, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17395076030423665,13972754.0,"[5, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17437685235650338,13994690.0,"[7, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17437685235650338,13994690.0,"[7, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17762184131474776,14093843.0,"[7, 7, 7, 7, 5, 6, 7, 7, 6, 6, 7, 6]"
0,25,0.17762184131474776,14093843.0,"[7, 7, 7, 7, 5, 6, 7, 7, 6, 6, 7, 6]"
0,25,0.17725527512374764,14082315.0,"[7, 7, 7, 7, 5, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.17725527512374764,14082315.0,"[7, 7, 7, 7, 5, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.1768264369539181,14077003.0,"[7, 7, 7, 7, 0, 6, 7, 7, 6, 6, 7, 6]"
0,25,0.1768264369539181,14077003.0,"[7, 7, 7, 7, 0, 6, 7, 7, 6, 6, 7, 6]"
0,25,0.1766977387559369,14073179.0,"[7, 7, 7, 7, 0, 6, 7, 7, 6, 5, 7, 6]"
0,25,0.17673116035171418,14076700.0,"[7, 7, 7, 7, 0, 6, 7, 7, 6, 5, 7, 7]"
0,25,0.17673116035171418,14076700.0,"[7, 7, 7, 7, 0, 6, 7, 7, 6, 5, 7, 7]"
0,25,0.1766131049495927,14072848.0,"[7, 7, 7, 7, 0, 6, 7, 7, 5, 5, 7, 7]"
0,25,0.17657973483002035,14069327.0,"[7, 7, 7, 7, 0, 6, 7, 7, 5, 5, 7, 6]"
0,25,0.17649421441280624,14068996.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 5, 7, 7]"
0,25,0.1764608961099734,14065475.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.1764608961099734,14065475.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.1764608961099734,14065475.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.1764608961099734,14065475.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.1764608961099734,14065475.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 5, 7, 6]"
0,25,0.17634727577501197,14061408.0,"[7, 7, 7, 7, 0, 5, 7, 7, 4, 5, 7, 6]"
0,25,0.17634727577501197,14061408.0,"[7, 7, 7, 7, 0, 5, 7, 7, 4, 5, 7, 6]"
0,25,0.17592723618745243,14050207.0,"[7, 7, 7, 7, 0, 6, 7, 7, 5, 0, 7, 6]"
0,25,0.17596035301263338,14053728.0,"[7, 7, 7, 7, 0, 6, 7, 7, 5, 0, 7, 7]"
0,25,0.17580865004383237,14046355.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 0, 7, 6]"
0,25,0.17580865004383237,14046355.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 0, 7, 6]"
0,25,0.17584171524406042,14049876.0,"[7, 7, 7, 7, 0, 6, 7, 7, 4, 0, 7, 7]"
0,25,0.17572819801671757,14045809.0,"[7, 7, 7, 7, 0, 5, 7, 7, 4, 0, 7, 7]"
0,25,0.1756951774385597,14042288.0,"[7, 7, 7, 7, 0, 5, 7, 7, 4, 0, 7, 6]"
0,25,0.17515254813400563,14025474.0,"[7, 7, 7, 7, 0, 0, 7, 7, 4, 0, 7, 7]"
0,25,0.17511975368284935,14021953.0,"[7, 7, 7, 7, 0, 0, 7, 7, 4, 0, 7, 6]"
0,25,0.17381782956249467,13964031.0,"[4, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17381782956249467,13964031.0,"[4, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17434440877199395,13991169.0,"[7, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17427687446403128,13989488.0,"[6, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17356132645392522,13950911.0,"[0, 2, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17356132645392522,13950911.0,"[0, 2, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17352893255587118,13947390.0,"[0, 2, 7, 7, 0, 0, 7, 7, 0, 0, 7, 5]"
0,25,0.1740433119809118,13975563.0,"[4, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.1740433119809118,13975563.0,"[4, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.1733784603260804,13939702.0,"[0, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 5]"
0,25,0.1733784603260804,13939702.0,"[0, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 5]"
0,25,0.17341078123000622,13943223.0,"[0, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17341078123000622,13943223.0,"[0, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17391850538188316,13969233.0,"[5, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
0,25,0.17385004435190346,13967552.0,"[4, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17385004435190346,13967552.0,"[4, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.1735934514783796,13954432.0,"[0, 2, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.1745981253299703,14002378.0,"[7, 5, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17410177721477074,13980442.0,"[5, 2, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17534200789212218,14030417.0,"[7, 5, 7, 7, 0, 5, 7, 7, 2, 0, 7, 7]"
0,25,0.17461908715943597,14002394.0,"[7, 3, 7, 7, 0, 0, 7, 7, 2, 0, 7, 7]"
0,25,0.17495071264142611,14015025.0,"[7, 3, 7, 7, 0, 5, 7, 7, 0, 0, 7, 7]"
0,25,0.17495071264142611,14015025.0,"[7, 3, 7, 7, 0, 5, 7, 7, 0, 0, 7, 7]"
0,25,0.17430208196403715,13990846.0,"[7, 2, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.17456653172635214,13999678.0,"[5, 5, 7, 7, 0, 0, 7, 7, 2, 0, 7, 7]"
0,25,0.17344283385276174,13946744.0,"[0, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
0,25,0.1753884318107426,14033178.0,"[7, 7, 7, 7, 0, 0, 7, 7, 6, 0, 7, 7]"
0,25,0.17527090571162063,14029326.0,"[7, 7, 7, 7, 0, 0, 7, 7, 5, 0, 7, 7]"
0,25,0.17569494269699146,14042188.0,"[7, 5, 7, 7, 0, 6, 7, 7, 4, 0, 7, 7]"
1,25,0.1775882833452623,14032151.0,"[6, 6, 6, 6, 2, 5, 6, 6, 4, 4, 6, 6]"
1,25,0.17498393796824896,13930023.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 4]"
1,25,0.17498393796824896,13930023.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 4]"
1,25,0.17498393796824896,13930023.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 4]"
1,25,0.17712652814721772,14021619.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 2, 6, 6]"
1,25,0.17738628018466965,14029267.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 4, 6, 6]"
1,25,0.17649832968428378,13998894.0,"[6, 6, 6, 6, 0, 5, 6, 6, 2, 0, 6, 5]"
1,25,0.176124227424615,13986808.0,"[6, 4, 6, 6, 0, 4, 6, 6, 1, 0, 6, 6]"
1,25,0.17709280281601072,14018098.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 2, 6, 5]"
1,25,0.1767122496154482,14006598.0,"[6, 6, 6, 6, 0, 5, 6, 6, 4, 0, 6, 5]"
1,25,0.17574717581598387,13971086.0,"[6, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17574717581598387,13971086.0,"[6, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1757184395389153,13967250.0,"[6, 2, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.1757184395389153,13967250.0,"[6, 2, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.17700796349692194,14017767.0,"[6, 6, 6, 6, 0, 5, 6, 6, 4, 2, 6, 6]"
1,25,0.1769742901446567,14014246.0,"[6, 6, 6, 6, 0, 5, 6, 6, 4, 2, 6, 5]"
1,25,0.1769742901446567,14014246.0,"[6, 6, 6, 6, 0, 5, 6, 6, 4, 2, 6, 5]"
1,25,0.17683066116726312,14010450.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 0, 6, 5]"
1,25,0.17683066116726312,14010450.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 0, 6, 5]"
1,25,0.1766451330616281,14004917.0,"[5, 6, 6, 6, 0, 5, 6, 6, 4, 0, 6, 6]"
1,25,0.17653180505613233,14002415.0,"[6, 6, 6, 6, 0, 5, 6, 6, 2, 0, 6, 6]"
1,25,0.17653180505613233,14002415.0,"[6, 6, 6, 6, 0, 5, 6, 6, 2, 0, 6, 6]"
1,25,0.17628747494766284,13993851.0,"[6, 6, 6, 6, 0, 1, 6, 6, 4, 0, 6, 6]"
1,25,0.1760738221663772,13986147.0,"[6, 6, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.1760738221663772,13986147.0,"[6, 6, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.17604052775410586,13982626.0,"[6, 6, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.17604052775410586,13982626.0,"[6, 6, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.17594173479366595,13978782.0,"[6, 5, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.17594173479366595,13978782.0,"[6, 5, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.17597498431346667,13982303.0,"[6, 5, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.17597498431346667,13982303.0,"[6, 5, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.1757793199549993,13973249.0,"[5, 5, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17501706248127466,13933544.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17501706248127466,13933544.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1755978897470397,13963398.0,"[6, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1755978897470397,13963398.0,"[6, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17563097790005644,13966919.0,"[6, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17542222301599222,13954352.0,"[5, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17542222301599222,13954352.0,"[5, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17534327771527178,13950278.0,"[2, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1753733559226466,13952441.0,"[1, 5, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17522722953529613,13946111.0,"[2, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.1751943036423705,13942590.0,"[2, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1751943036423705,13942590.0,"[2, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1750499108531979,13937065.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.1750499108531979,13937065.0,"[1, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.1768642841427197,14013971.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 0, 6, 6]"
1,25,0.1768642841427197,14013971.0,"[6, 6, 6, 6, 0, 5, 6, 6, 5, 0, 6, 6]"
1,25,0.17663860415825075,14002754.0,"[6, 5, 6, 6, 0, 5, 6, 6, 4, 0, 6, 5]"
1,25,0.17663860415825075,14002754.0,"[6, 5, 6, 6, 0, 5, 6, 6, 4, 0, 6, 5]"
1,25,0.17578033662096018,13974607.0,"[6, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17667213925206005,14006275.0,"[6, 5, 6, 6, 0, 5, 6, 6, 4, 0, 6, 6]"
1,25,0.17537627601605754,13953799.0,"[2, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17633735725526453,13994719.0,"[6, 5, 6, 6, 0, 5, 6, 6, 1, 0, 6, 6]"
1,25,0.17705270068069545,14017775.0,"[6, 5, 6, 6, 0, 5, 6, 6, 5, 2, 6, 6]"
1,25,0.17621860929735375,13989302.0,"[5, 5, 6, 6, 0, 4, 6, 6, 2, 0, 6, 6]"
1,25,0.17628575769817076,13990983.0,"[6, 5, 6, 6, 0, 4, 6, 6, 2, 0, 6, 5]"
1,25,0.17628575769817076,13990983.0,"[6, 5, 6, 6, 0, 4, 6, 6, 2, 0, 6, 5]"
1,25,0.17584652392644692,13974930.0,"[6, 5, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17534035371053167,13948920.0,"[1, 5, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17527417321081806,13948597.0,"[1, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17527417321081806,13948597.0,"[1, 4, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17640575262326866,13997703.0,"[6, 6, 6, 6, 0, 1, 6, 6, 5, 0, 6, 6]"
1,25,0.17640575262326866,13997703.0,"[6, 6, 6, 6, 0, 1, 6, 6, 5, 0, 6, 6]"
1,25,0.17639935832012835,13995050.0,"[6, 5, 6, 6, 0, 5, 6, 6, 2, 0, 6, 5]"
1,25,0.17639935832012835,13995050.0,"[6, 5, 6, 6, 0, 5, 6, 6, 2, 0, 6, 5]"
1,25,0.17639935832012835,13995050.0,"[6, 5, 6, 6, 0, 5, 6, 6, 2, 0, 6, 5]"
1,25,0.17643278866198905,13998571.0,"[6, 5, 6, 6, 0, 5, 6, 6, 2, 0, 6, 6]"
1,25,0.17643278866198905,13998571.0,"[6, 5, 6, 6, 0, 5, 6, 6, 2, 0, 6, 6]"
1,25,0.17631914313754127,13994504.0,"[6, 5, 6, 6, 0, 4, 6, 6, 2, 0, 6, 6]"
1,25,0.17527226241573635,13946119.0,"[2, 1, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.17527226241573635,13946119.0,"[2, 1, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.17553068735112806,13961717.0,"[5, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17553068735112806,13961717.0,"[5, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17552243407076254,13959554.0,"[6, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17552243407076254,13959554.0,"[6, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17587453334975992,13977101.0,"[5, 5, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.1758678374395819,13974938.0,"[6, 4, 6, 6, 0, 1, 6, 6, 2, 0, 6, 5]"
1,25,0.17512520559137013,13940909.0,"[1, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17512520559137013,13940909.0,"[1, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17511900562771684,13938746.0,"[2, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17511900562771684,13938746.0,"[2, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17509232067589262,13937388.0,"[1, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17509232067589262,13937388.0,"[1, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.17587972984535508,13978451.0,"[6, 5, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17555548552581537,13963075.0,"[6, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17555548552581537,13963075.0,"[6, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.1754976395176686,13958196.0,"[5, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1754976395176686,13958196.0,"[5, 2, 6, 6, 0, 1, 6, 6, 1, 0, 6, 5]"
1,25,0.1762237556660954,13990652.0,"[6, 5, 6, 6, 0, 4, 6, 6, 1, 0, 6, 6]"
1,25,0.17623778441347118,13990875.0,"[6, 4, 6, 6, 0, 5, 6, 6, 1, 0, 6, 6]"
1,25,0.17623778441347118,13990875.0,"[6, 4, 6, 6, 0, 5, 6, 6, 1, 0, 6, 6]"
1,25,0.17515189494596597,13942267.0,"[2, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17515189494596597,13942267.0,"[2, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17567603138527735,13966927.0,"[6, 1, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.17545523418213108,13957873.0,"[5, 1, 6, 6, 0, 1, 6, 6, 1, 0, 6, 6]"
1,25,0.17590105095529815,13978459.0,"[6, 4, 6, 6, 0, 1, 6, 6, 2, 0, 6, 6]"
1,25,0.1761868977981457,13988649.0,"[5, 6, 6, 6, 0, 1, 6, 6, 4, 0, 6, 6]"
1,25,0.1761868977981457,13988649.0,"[5, 6, 6, 6, 0, 1, 6, 6, 4, 0, 6, 6]"
1,25,0.1767905486871606,14010127.0,"[6, 5, 6, 6, 0, 5, 6, 6, 5, 0, 6, 6]"
2,25,0.17770023609769536,14102371.0,"[7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7]"
2,25,0.17770023609769536,14102371.0,"[7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7]"
2,25,0.17351320068508466,13948425.0,"[1, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
2,25,0.17351320068508466,13948425.0,"[1, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
2,25,0.17746919984313067,14094452.0,"[7, 7, 7, 7, 3, 6, 7, 7, 6, 7, 7, 7]"
2,25,0.177218707538207,14092267.0,"[7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7]"
2,25,0.177218707538207,14092267.0,"[7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7]"
2,25,0.17550474378892864,14037245.0,"[7, 7, 7, 7, 0, 1, 7, 7, 6, 0, 7, 7]"
2,25,0.17514215229952765,14022168.0,"[7, 7, 7, 7, 0, 1, 7, 7, 3, 0, 7, 6]"
2,25,0.17437685235650338,13994690.0,"[7, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
2,25,0.17385396808655548,13964024.0,"[1, 3, 7, 7, 0, 1, 7, 7, 0, 0, 7, 6]"
2,25,0.17362871402999147,13952492.0,"[1, 0, 7, 7, 0, 1, 7, 7, 0, 0, 7, 6]"
2,25,0.17354529409672179,13951946.0,"[1, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
2,25,0.1775488702387428,14094998.0,"[7, 7, 7, 7, 3, 7, 7, 7, 6, 7, 7, 6]"
2,25,0.17564916461068117,14042180.0,"[7, 6, 7, 7, 0, 6, 7, 7, 3, 0, 7, 7]"
2,25,0.17766641900229777,14098850.0,"[7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 6]"
2,25,0.17758263590780773,14098519.0,"[7, 7, 7, 7, 3, 7, 7, 7, 6, 7, 7, 7]"
2,25,0.17710133488993218,14088415.0,"[7, 7, 7, 7, 0, 7, 7, 7, 6, 7, 7, 7]"
2,25,0.17684438774109035,14080767.0,"[7, 7, 7, 7, 0, 7, 7, 7, 6, 5, 7, 7]"
2,25,0.17388621505523907,13967545.0,"[1, 3, 7, 7, 0, 1, 7, 7, 0, 0, 7, 7]"
2,25,0.17675967578041973,14074215.0,"[5, 7, 7, 7, 0, 7, 7, 7, 7, 5, 7, 7]"
2,25,0.1757290437856572,14042726.0,"[7, 6, 7, 7, 0, 7, 7, 7, 3, 0, 7, 6]"
2,25,0.17505877619728608,14021622.0,"[7, 7, 7, 7, 0, 0, 7, 7, 3, 0, 7, 7]"
2,25,0.1750439035103981,14018324.0,"[7, 6, 7, 7, 0, 1, 7, 7, 3, 0, 7, 6]"
2,25,0.1764401928449161,14069323.0,"[7, 7, 7, 7, 0, 7, 7, 7, 7, 1, 7, 7]"
2,25,0.1764401928449161,14069323.0,"[7, 7, 7, 7, 0, 7, 7, 7, 7, 1, 7, 7]"
2,25,0.17373832529879726,13959957.0,"[1, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
2,25,0.17373832529879726,13959957.0,"[1, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 6]"
2,25,0.1736608525716017,13956013.0,"[1, 0, 7, 7, 0, 1, 7, 7, 0, 0, 7, 7]"
2,25,0.1736608525716017,13956013.0,"[1, 0, 7, 7, 0, 1, 7, 7, 0, 0, 7, 7]"
2,25,0.1741509076062274,13983158.0,"[7, 0, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
2,25,0.1768109215409662,14077246.0,"[7, 7, 7, 7, 0, 7, 7, 7, 6, 5, 7, 6]"
2,25,0.1753884318107426,14033178.0,"[7, 7, 7, 7, 0, 0, 7, 7, 6, 0, 7, 7]"
2,25,0.17627499887783982,14061978.0,"[7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 7, 6]"
2,25,0.17527365116487012,14025992.0,"[7, 7, 7, 7, 0, 1, 7, 7, 3, 1, 7, 6]"
2,25,0.17619123740626405,14061647.0,"[7, 7, 7, 7, 0, 7, 7, 7, 6, 0, 7, 7]"
2,25,0.17417646971695952,13984286.0,"[5, 3, 7, 7, 0, 0, 7, 7, 0, 0, 7, 7]"
2,25,0.17560344959601185,14037548.0,"[7, 7, 7, 7, 0, 1, 7, 7, 6, 1, 7, 6]"
2,25,0.17667078873952238,14073015.0,"[7, 6, 7, 7, 0, 7, 7, 7, 3, 7, 7, 7]"
2,25,0.17496052815804855,14017778.0,"[7, 6, 7, 7, 0, 0, 7, 7, 3, 0, 7, 7]"
